episode,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,rewards
9,0.06,-0.000159776505631,5.67224968688e-06,0.0100679771405,0.00222970411537,0.0377954998438,0.0,-0.00993008056946,0.000398046556908,0.335509629892,0.0702982072792,0.419931507106,0.0,489.567317596,519.89677373,504.848037403,509.894518603,21.559772637
9,0.12000000000000001,-0.00211005956636,0.000292275477276,0.0393270620801,0.0354512156624,0.11416724742,0.0,-0.0645384711699,0.0141769480972,0.639012889802,-0.41119216349,0.917108735612,0.0,491.283030287,527.17455749,503.9283894,467.815980434,30.0836976112
9,0.18,-0.0103520329019,0.00261452831942,0.0865812488989,0.128516883869,0.390578961194,0.0,-0.245103936741,0.0760894816115,0.927804136965,-1.31407746877,2.010715684,0.0,501.377612219,576.80415567,491.311484747,418.423126314,36.4886452094
9,0.23999999999999996,-0.0430536305862,0.0105922337503,0.146001402183,0.391361169474,2.04585394827,0.0,-0.983815423064,0.167941315038,0.861246863971,-2.80770241523,4.98395039742,0.0,485.398630573,679.459244359,519.071962143,396.597741886,28.7407916788
9,0.3,-0.110463481901,0.0148596000689,0.166617627888,3.4295558341,2.15214808129,0.0,-1.06929318208,0.192868523739,-0.286610070737,-7.2537038994,10.9584040013,0.0,395.764024842,801.921942679,723.068959935,423.415088503,-12.4038549632
9,0.36000000000000004,-0.182357787323,0.0399883978027,0.152968535627,6.00826543217,0.450990618655,0.0,-0.697506055182,0.358582444723,-0.217079370687,-11.5602870177,15.7242627086,0.0,482.470396702,859.130690018,846.96405822,572.216576779,-12.3852732558
9,0.4200000000000001,-0.264573502728,0.0521651027201,0.155369899002,2.82310593434,2.95501042413,0.0,-2.19700430129,-0.0822833121703,0.0576591588922,-16.3698705432,18.6933364479,0.0,561.563595388,898.740920973,913.541394231,557.026539589,-27.4987541112
9,0.48000000000000015,-0.381961708948,0.0241014569555,0.199709687142,2.3006284382,4.95051697018,0.0,-1.09449760738,-0.784120781446,1.04286160457,-14.7852782424,16.3593040512,0.0,677.322545616,773.637215215,950.773261943,881.271946567,-28.9681984951
9,0.5400000000000001,-0.417440776321,0.00848472325766,0.2276673841,1.43789533216,2.04267618375,0.0,-1.07407199268,0.387947532793,-0.063519132437,-15.2355203006,20.0477576525,0.0,481.539620285,898.727070933,956.847259526,815.651786708,3.48139462115
9,0.6000000000000002,-0.507459147965,-0.0115118731981,0.192560224083,0.668711592312,4.9572607094,0.0,-0.983407055407,-1.02016847655,-1.22838056787,-14.3716517371,16.8117945355,0.0,673.484004016,751.108461793,949.455445508,864.730497913,-70.3179709761
9,0.6600000000000003,-0.54123305327,-0.0580260783269,0.131143216474,6.08970469263,2.44332669368,0.0,-1.17944654711,-0.604204220687,-0.858692362127,-14.5054698092,20.7746752052,0.0,401.957832262,881.610335947,977.864895613,862.642417615,-53.2887117174
9,0.7200000000000003,-0.640850517955,-0.0720694142294,0.00430140568751,5.23874934957,3.84226014411,0.0,-1.64966982341,0.414756243679,-3.34337135369,-14.9150824261,19.7622026295,0.0,587.888772924,822.633953465,982.640140798,852.573815484,-115.331202372
9,0.7800000000000004,-0.692312675172,-0.0306093460975,0.0,3.027575088,5.20568139016,0.0,0.0917119990933,0.699994245261,-4.37030386104,-20.3923461553,18.6735790932,0.0,615.701221988,815.175582361,971.677055297,513.17417632,-103.492297753
10,0.06,-0.00453012089027,8.89158376756e-05,0.0120986859804,0.0220904692568,0.848859638274,0.0,-0.270637421727,0.00540825435933,0.369117814126,0.308948138911,2.19731375351,0.0,437.86580211,593.839640157,531.828277224,552.59374442,19.3196516092
10,0.12000000000000001,-0.0358353873878,-0.00766069185224,0.0224223110629,2.45325478979,6.01851717907,0.0,-0.369564545059,-0.342603653643,-0.173152808167,-3.55647662427,7.63163067518,0.0,296.965836789,708.671599717,663.019407688,395.04532085,-4.36434904661
10,0.18,-0.0638204697988,-0.0204989682912,0.0,6.22331663278,4.91614984749,0.0,-0.558535275171,-0.523279757391,-1.02123111061,-13.5698829558,12.8783768131,0.0,205.323843007,716.981629014,899.564415027,154.477214909,-32.8573667093
11,0.06,-0.0060707609133,8.18021190732e-05,0.012037158577,0.0215306878534,1.13083119911,0.0,-0.359195516282,0.0048315387316,0.340040984178,0.304368921546,2.5451446665,0.0,427.27174881,607.549814372,539.884191811,560.053046211,17.9234375254
11,0.12000000000000001,-0.038769580501,-0.0095170515652,0.0191816653952,4.3634434826,1.53397630384,0.0,-0.377128048675,-0.296275903227,-0.418061934012,-4.84950355239,8.74113988655,0.0,253.935093858,734.782218486,712.636469711,358.568807688,-8.0252672248
11,0.18,-0.0731781306427,-0.0287592131034,0.0,3.93038127751,1.70320067213,0.0,-0.433932009978,-0.16873827221,-0.362379822017,-13.5310963274,14.6214334971,0.0,351.292307865,817.76445383,846.252783644,131.866003064,-26.9764127822
12,0.06,-0.00756228479395,6.67117576513e-05,0.011678162335,0.0194164154941,1.41714555538,0.0,-0.441969327189,0.00377225596715,0.293378239325,0.286527744904,2.85617927376,0.0,416.522099081,618.877224423,548.104375466,566.83466316,16.3376302167
12,0.12000000000000001,-0.0451182799982,-0.00657762130682,0.019316780365,0.706993587209,2.94825677237,0.0,-0.689065723226,-0.44544845387,-0.0574185643761,-6.23293724294,9.56143848526,0.0,213.408678267,750.52467859,761.697970599,314.12779422,-8.5900508141
12,0.18,-0.0816056520113,-0.04565483331,0.0,0.573392851689,4.60863897195,0.0,-0.217505779216,-0.507533068893,-0.691387079849,-12.5397098271,12.044130968,0.0,574.11274682,785.519583203,746.215099203,157.810337123,-37.5023945076
13,0.06,-0.00898507292693,2.88652648037e-05,0.01106170632,0.0105515670687,1.7114295503,0.0,-0.516922624135,0.00154513397357,0.230532869846,0.198653831393,3.14455698175,0.0,406.875964029,629.594121633,557.811726455,570.639395621,14.5984268579
13,0.12000000000000001,-0.0519080125848,-7.76834716696e-05,0.00368177369518,3.76581648582,4.08577415053,0.0,-0.914503311086,0.0148984000728,-0.413023974614,-7.61730509165,10.2050004446,0.0,177.74164205,761.547648555,808.022169989,270.688889879,-15.4284835176
13,0.18,-0.097038793494,0.0147811503178,0.0,3.23339123909,5.49978525042,0.0,-0.757712807994,0.331194983436,-1.45180183186,-16.3094613718,16.6311485929,0.0,227.645418187,822.051075581,897.305044388,233.140204251,-24.4065701819
14,0.06,-0.0102778409164,6.07758297768e-06,0.0101875886051,0.00354485429975,2.01162028824,0.0,-0.579735378121,0.000300719571002,0.152874253404,0.0976951234946,3.41414082083,0.0,397.730973351,639.524526333,567.144996266,573.385078908,12.79446603
14,0.12000000000000001,-0.0571341364701,-0.00770964815166,0.0,0.636235666373,4.90088200418,0.0,-0.966777441748,-0.298445509945,-0.414579491619,-8.85842127054,10.6803431567,0.0,150.716642475,768.231305223,847.279950724,226.1473192,-26.4529944433
15,0.06,-0.0107888172472,6.42356621164e-08,0.00982805384357,6.2829220989,2.13686223267,0.0,-0.602819267052,-6.74869632145e-07,0.118951984566,-0.0150481912285,3.52061608647,0.0,394.838532618,643.887009436,573.866535612,572.9107948,12.0694373048
15,0.12000000000000001,-0.0675981198157,0.000214510221205,0.0,0.304331348244,0.043385997864,0.0,-1.28773721416,0.0275584777353,-0.494160177225,-1.43042618008,-6.50279113701,0.0,860.935646792,108.396659186,321.854012445,10.4284191102,-28.11156882
16,0.06,-0.0113488886207,5.75363966083e-06,0.00918015295256,6.28303515798,2.29973246231,0.0,-0.625596653244,0.000198698907085,0.0691029275718,-0.111971558083,3.65451724671,0.0,388.424106655,647.685466049,580.1461131,573.072605568,11.1058551703
16,0.12000000000000001,-0.0653228244073,0.004105492334,0.0,6.16366315365,2.6768241006,0.0,-1.1406449397,0.0321233142652,-0.482561906102,-8.81509201082,4.56774612758,0.0,261.111260812,387.370164501,807.656802991,59.7655580877,-24.6450519268
17,0.06,-0.0117700425992,2.57083705728e-05,0.00881615568441,0.00513492532479,2.416961514,0.0,-0.641949093658,0.000811594169464,0.0350914831628,-0.245530518305,3.74798121915,0.0,386.273410175,651.74040648,587.561166624,572.131925039,10.4742699693
17,0.12000000000000001,-0.0623004679555,0.00151575435807,0.0,5.17020334656,0.115850823869,0.0,-0.793025482167,0.107691713364,-0.871158123746,-10.6214818811,11.4386013348,0.0,111.970683983,785.680369631,897.757216913,167.847910874,-25.986916111
18,0.06,-0.0121111843523,4.42259039353e-05,0.00818593859707,0.0127321848096,2.54760198067,0.0,-0.652146948524,0.0011401678144,-0.00850601807073,-0.342874147943,3.84950516287,0.0,381.014202992,654.421436281,592.032296886,570.534014119,9.73025538515
18,0.12000000000000001,-0.0627758865702,0.00423635988649,0.0,0.258160671985,0.440735364458,0.0,-0.736856733152,-0.0462857018804,-0.874707735374,-11.1088914956,11.6120072916,0.0,100.88576711,788.596372775,911.800851368,150.810192597,-27.4683433698
19,0.06,-0.0124202605468,8.10167950579e-05,0.0076588824693,0.0313937289876,2.66804278546,0.0,-0.660301830831,0.00145464407166,-0.0475935637426,-0.498196771445,3.94082005128,0.0,377.098328268,657.328909405,598.970762267,567.835243261,9.09568086483
19,0.12000000000000001,-0.0629745232292,0.00696729106767,0.0,1.29371329488,0.728387295797,0.0,-0.691717147645,0.00822759344457,-0.803840267545,-11.5471985348,11.7645554463,0.0,94.5285607308,791.613970979,921.905208457,134.496314795,-27.5657409906
20,0.06,-0.0126069294754,0.000115082713357,0.0072619065796,0.0535229063902,2.75275013032,0.0,-0.663839703359,0.00122000150768,-0.0756357442375,-0.629934276205,4.00381346024,0.0,374.169587051,659.213023665,604.245596792,564.944388669,8.66161448265
20,0.12000000000000001,-0.0623429637745,0.00868786413554,0.0,2.08812089168,0.733946088233,0.0,-0.675738287572,0.111139499497,-0.791565713931,-11.8891904167,11.7958409364,0.0,90.3070864571,790.073246181,929.454252976,120.824766715,-27.7881894652
21,0.06,-0.0127696082441,0.000144367576773,0.00670579569912,0.0826829807783,2.85469236181,0.0,-0.664245051815,-0.000143818004197,-0.110778488707,-0.766985688365,4.07835201798,0.0,370.114113194,661.123301431,608.716932803,560.86492353,8.13205364358
21,0.12000000000000001,-0.0616908627109,0.00946725262225,0.0,2.89692502957,0.932830498505,0.0,-0.638694240453,0.262393442392,-0.910043149434,-12.2345563468,11.9052302786,0.0,85.6936535522,791.926192848,937.351050876,108.996938953,-29.7371505779
22,0.06,-0.0129615992108,0.000129930756321,0.00605809480116,0.0966254477402,2.98218448448,0.0,-0.663261964777,-0.00285665352506,-0.153378365123,-0.82387440809,4.16972319414,0.0,366.826507808,664.421475541,610.894454894,559.522403938,7.48307620387
22,0.12000000000000001,-0.0600962753978,0.00897437954005,0.0,3.87154117518,0.99507990865,0.0,-0.600413402895,0.376897204875,-1.12742817347,-12.5415183268,11.9694475481,0.0,80.9357729469,790.858440666,946.723141363,97.5178553815,-33.055401425
23,0.06,-0.0130777705177,0.000122444010482,0.00544569998336,0.124653498047,3.09557759586,0.0,-0.658761543472,-0.00666319737495,-0.191261127619,-0.927014187206,4.24936160097,0.0,363.905122719,667.267488612,613.685420283,555.821800545,6.92883838147
23,0.12000000000000001,-0.0582901774228,0.00624357338356,0.0,4.69233297341,1.05798450395,0.0,-0.560557999804,0.364424389853,-1.36640291709,-12.8476946843,12.0277732534,0.0,78.7598792744,790.268124295,954.416668964,85.2150150144,-37.5093949107
24,0.06,-0.0131694963348,7.12134989175e-05,0.00462936742704,0.128509887023,3.24409202444,0.0,-0.648700103758,-0.0106990456314,-0.240219551315,-0.940260073084,4.35149135846,0.0,359.857638865,670.759297583,613.51023472,554.755227667,6.23424599211
24,0.12000000000000001,-0.0554209607433,0.00297186206103,0.0,5.42011714706,1.12331711694,0.0,-0.503756104316,0.265279097799,-1.553213273,-13.0423616989,12.0954338247,0.0,73.4740647289,788.936374616,961.154032655,76.4746638632,-41.0170759841
25,0.06,-0.0132040852029,2.08113738931e-05,0.00387284042926,0.123975580613,3.38286352039,0.0,-0.635667894102,-0.0136357577591,-0.284584461808,-0.924665059024,4.44482802671,0.0,357.528885434,674.683565289,611.722996827,553.809052792,5.64189091921
25,0.12000000000000001,-0.0522139034923,-0.000574979410171,0.0,0.0282189504936,1.10425056511,0.0,-0.446068253406,0.127943813281,-1.70179914538,-13.2471639089,12.1256330234,0.0,70.7740203517,786.359147481,969.362562143,67.8743011835,-43.8984746479
26,0.06,-0.0131791979576,-2.59378530902e-05,0.00310478829721,0.122290524813,3.52239430501,0.0,-0.618670896167,-0.016557759675,-0.32766346334,-0.918797511739,4.5367639829,0.0,354.497667268,678.151211253,610.248391127,552.568185858,5.10165761177
26,0.12000000000000001,-0.048569568885,-0.00319287751152,0.0,0.673104338098,1.01226997952,0.0,-0.385965634698,0.0125350791134,-1.7731430376,-13.397991038,12.1252428452,0.0,66.6634399634,782.183503247,975.17414857,60.7762411765,-44.7542591393
27,0.06,-0.0131274737002,-5.65654111828e-05,0.00231365819838,0.0921592618547,3.67733909485,0.0,-0.597513116133,-0.0150680448829,-0.37294741546,-0.806124501183,4.63674666603,0.0,352.675757397,682.680904155,605.81575766,555.142141817,4.60323082806
27,0.12000000000000001,-0.0446501162636,-0.00531157468084,0.0,1.55463336976,1.00813677884,0.0,-0.315845908424,-0.135759424083,-1.7489182119,-13.501819815,12.160139236,0.0,61.9503772199,779.42076791,983.031627428,57.4002410986,-43.94767889
28,0.06,-0.0130124211021,-5.70989296806e-05,0.00171266281049,0.0648786724213,3.78318110001,0.0,-0.578799481353,-0.0118428088033,-0.403076548219,-0.686879356723,4.70383750203,0.0,352.347310297,686.166600063,599.086199092,555.690268158,4.31889977395
28,0.12000000000000001,-0.0417316476193,-0.00562670376769,0.0,2.10026089219,1.01070067672,0.0,-0.265186035613,-0.191354869457,-1.68671997227,-13.5162418994,12.18461747,0.0,59.0567603808,777.656267379,987.441843299,52.4283257645,-41.8866334699
29,0.06,-0.0128635563701,-4.07629426086e-05,0.00117716954592,0.0371273591203,3.87003622314,0.0,-0.560744990278,-0.00744655293906,-0.42706744308,-0.535844006108,4.75819476015,0.0,352.116424969,688.996818825,590.388644855,556.309408686,4.12594852844
29,0.12000000000000001,-0.0392121658469,-0.00486214291654,0.0,2.41158731929,1.02339683687,0.0,-0.222335450264,-0.188603720307,-1.62944615012,-13.4428130154,12.208059807,0.0,56.0053350035,776.366901384,989.554153022,48.8465836095,-39.3112961936
30,0.06,-0.0127108590158,-2.0540919534e-05,0.000620708986146,0.0146639995605,3.97358452415,0.0,-0.540012717434,-0.00340535618423,-0.453437599041,-0.36267433973,4.82220796811,0.0,352.003259606,692.396782409,581.908622149,558.730576326,3.92605009119
30,0.12000000000000001,-0.0360108581111,-0.00680543881119,0.0,2.80639703855,0.527633272773,0.0,-0.207399927097,-0.346234200637,-1.72202882636,-13.3646411189,12.0280614929,0.0,57.365217289,764.553660017,992.264643873,45.2169450875,-40.5868859033
31,0.06,-0.0124159699588,-5.6925302614e-06,0.0,0.00245383445232,4.13263671446,0.0,-0.505043853834,-0.000874900084218,-0.490767177827,-0.195389152685,4.91892973609,0.0,348.182970634,695.671215456,573.276735697,560.721773022,3.65643481061
32,0.06,-0.0122758192617,-8.21280217437e-07,0.0,6.28292837051,4.23807328167,0.0,-0.483715103644,-0.000154831571453,-0.512713860048,-0.105387392693,4.98202391452,0.0,348.397718281,699.156409471,570.134567901,563.361285374,3.51485714025
33,0.06,-0.0120263230531,4.37071899595e-07,0.0,6.2827218712,4.36531975053,0.0,-0.454394726409,3.90408752346e-05,-0.537267867506,-0.0313762608688,5.05713273383,0.0,346.159643957,702.051398562,566.625820852,564.6055923,3.37918525572
34,0.06,-0.0116887998801,-2.63553868655e-06,0.0,0.00167611618383,4.5162428409,0.0,-0.417700406931,-0.000271917304047,-0.562945920243,0.056860908593,5.14481104067,0.0,343.791829356,705.546000769,561.978997646,565.652031447,3.27276695682
35,0.06,-0.0113314956124,-1.73978003115e-05,0.0,0.00873211818688,4.67707951499,0.0,-0.378377735694,-0.00174870774525,-0.586011249769,0.17661438188,5.23665019044,0.0,342.902695545,709.965725252,557.16857429,568.600111882,3.21692759867
36,0.06,-0.0108952252232,-3.47433156928e-05,0.0,0.0155635770319,4.84753471562,0.0,-0.334637605915,-0.00333726255156,-0.605641622413,0.251395943445,5.33227328756,0.0,339.228481606,713.230850305,554.577808694,570.857870341,3.23082869747
37,0.06,-0.0103679364547,-5.67273982562e-05,0.0,0.0233449214592,5.03173679606,0.0,-0.285937832764,-0.00518246604478,-0.621101374297,0.319006822545,5.43373590408,0.0,334.958173625,716.528546163,551.474092473,572.16926023,3.32424860807
38,0.06,-0.0100187595904,-9.57520332631e-05,0.0,0.0371156157791,5.14803504805,0.0,-0.255092721598,-0.00845481708374,-0.627752210053,0.415661103123,5.496840813,0.0,332.412916393,718.637293491,547.649164473,574.653410998,3.40076931694
39,0.06,-0.00954121495806,-0.000145988762084,0.0,0.0537190672696,5.30517815972,0.0,-0.213907252601,-0.0123201439485,-0.633043917058,0.510835362376,5.58098647153,0.0,330.635663145,722.193845238,543.285548672,576.553966182,3.55457260271
40,0.06,-0.00902270804173,-0.000209735781558,0.0,0.0743153404099,5.4675925633,0.0,-0.171820652165,-0.0168652669744,-0.63401949095,0.610375774569,5.6666544616,0.0,327.432137862,725.172733698,539.024158644,578.854861162,3.75561734158
41,0.06,-0.00848513890203,-0.000281140797304,0.0,0.0973375879005,5.62952134506,0.0,-0.130902767874,-0.0214905672512,-0.630594299287,0.706489627339,5.75080800923,0.0,325.352714926,728.578735994,533.519597313,579.8213727,3.99639721494
42,0.06,-0.00804145865209,-0.000371291415182,0.0,0.126633855663,5.76488394098,0.0,-0.0981225936471,-0.0271111960987,-0.62448351947,0.813638404327,5.82023028148,0.0,321.415510974,730.402067441,530.024947587,583.361074602,4.2068444999
43,0.06,-0.00759664878694,-0.000490391216584,0.0,0.165533748974,5.90456717348,0.0,-0.0658676822302,-0.0340214656889,-0.615198498431,0.938293221783,5.89101870774,0.0,321.207686129,733.937675218,524.734640208,586.386687265,4.43598463965
44,0.06,-0.00731786480477,-0.00057893024226,0.0,0.195785888815,5.97906933703,0.0,-0.0490244494155,-0.0389955090578,-0.608774244581,1.02538448191,5.92843226602,0.0,318.431028474,734.640233076,519.439386917,587.107052826,4.54116010044
45,0.06,-0.00691590365825,-0.000685999321999,0.0,0.232953711373,6.10095996753,0.0,-0.0230863833122,-0.0439035142923,-0.597130487528,1.12364393913,5.98914397765,0.0,317.378961399,737.281958019,514.298224347,588.706587473,4.76842246404
